song_id,title,artist,year,decade,chart_position,source,lyrics,lyrics_clean
S00000,wooly bully,sam the sham and the pharaohs,1965,1960s,1,walkerkq,sam the sham miscellaneous wooly bully wooly bully sam the sham  the pharaohs  domingo samudio uno dos one two tres quatro matty told hatty about a thing she saw had two big horns and a wooly jaw wooly bully wooly bully wooly bully wooly bully wooly bully hatty told matty lets dont take no chance lets not belseven come and learn to dance wooly bully wooly bully wooly bully wooly bully wooly bully matty told hatty thats the thing to do get you someone really to pull the wool with you wooly bully wooly bully wooly bully wooly bully wooly bully lseven  the letter l and the number 7 when typed they form a rough square l7 so the lyrics mean lets not be square,sam sham wooly bully wooly bully sam sham pharaohs domingo samudio dos one two tres quatro matty told hatty thing saw two big horns wooly jaw wooly bully wooly bully wooly bully wooly bully wooly bully hatty told matty take chance belseven come learn dance wooly bully wooly bully wooly bully wooly bully wooly bully matty told hatty thing get someone really pull wool wooly bully wooly bully wooly bully wooly bully wooly bully lseven letter number typed form rough square mean square
S00001,i cant help myself sugar pie honey bunch,four tops,1965,1960s,2,walkerkq, sugar pie honey bunch you know that i love you i cant help myself i love you and nobody elsein and out my life you come and you go leaving just your picture behind and i kissed it a thousand timeswhen you snap your finger or wink your eye i come arunning to you im tied to your apron strings and theres nothing that i can docant help myself no i cant help myselfsugar pie honey bunch im weaker than a man should be i cant help myself im a fool in love you seewanna tell you i dont love you tell you that were through and ive tried but every time i see your face i get all choked up insidewhen i call your name girl it starts the flame burning in my heart tearing it all apart no matter how i try my love i cannot hidecause sugar pie honey bunch you know that im weak for you cant help myself i love you and nobody elsesugar pie honey bunch do anything you ask me to cant help myself i want you and nobody elsesugar pie honey bunch you know that i love you i cant help myself i cant help myself ,sugar pie honey bunch know love help love nobody elsein life come leaving picture behind kissed thousand timeswhen snap finger wink eye come arunning tied apron strings nothing docant help help myselfsugar pie honey bunch weaker man help fool love seewanna tell love tell tried every time see face get choked insidewhen call name girl starts flame burning heart tearing apart matter try love cannot hidecause sugar pie honey bunch know weak help love nobody elsesugar pie honey bunch anything ask help want nobody elsesugar pie honey bunch know love help help
S00002,you were on my mind,we five,1965,1960s,4,walkerkq, when i woke up this morning you were on my mind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind so i went to the corner just to ease my pains yeah just to ease my pains i got troubles whoaoh i got worries whoaoh i came home again when i woke up this morning you were on my miiiind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind and i got a feelin down in my shooooooes said way down in my shooooes yeah i got to ramble whoaoh i got to move on whoaoh i got to walk away my blues when i woke up this morning you were on my mind you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind ,woke morning mind mind got troubles whoaoh got worries whoaoh got wounds bind went corner ease pains ease pains got troubles whoaoh got worries whoaoh came home woke morning miiiind mind got troubles whoaoh got worries whoaoh got wounds bind got feeling shooooooes said way shooooes got ramble whoaoh got move whoaoh got walk away blues woke morning mind mind got troubles whoaoh got worries whoaoh got wounds bind
S00003,youve lost that lovin feelin,the righteous brothers,1965,1960s,5,walkerkq, you never close your eyes anymore when i kiss your lips and theres no tenderness like before in your fingertips youre trying hard not to show it but baby baby i know ityou lost that lovin feelin whoa that lovin feelin you lost that lovin feelin now its gone gone gone wohnow theres no welcome look in your eyes when i reach for you and now youre starting to criticize little things i do it makes me just feel like crying cause baby something beautifuls dyinyou lost that lovin feelin whoa that lovin feelin you lost that lovin feelin now its gone gone gone wohbaby baby id get down on my knees for you if you would only love me like you used to do yeah we had a love a love a love you dont find everyday so dont dont dont dont let it slip awaybaby baby baby baby i beg you please please please please i need your love need your love i need your love i need your love so bring it on back so bring it on back bring it on back bring it on backbring back that lovin feelin whoa that lovin feelin bring back that lovin feelin cause its gone gone gone and i cant go on wohbring back that lovin feelin whoa that lovin feelin bring back that lovin feelin cause its gone gone gone ,never close eyes anymore kiss lips tenderness like fingertips trying hard show baby baby know ityou lost loving feeling loving feeling lost loving feeling gone gone gone wohnow welcome look eyes reach starting criticize little things makes feel like crying cause baby something beautifuls dyinyou lost loving feeling loving feeling lost loving feeling gone gone gone wohbaby baby get knees would love like used love love love find everyday let slip awaybaby baby baby baby beg please please please please need love need love need love need love bring back bring back bring back bring backbring back loving feeling loving feeling bring back loving feeling cause gone gone gone wohbring back loving feeling loving feeling bring back loving feeling cause gone gone gone
S00004,downtown,petula clark,1965,1960s,6,walkerkq, when youre alone and life is making you lonely you can always go downtown when youve got worries all the noise and the hurry seems to help i know downtownjust listen to the music of the traffic in the city linger on the sidewalk where the neon signs are pretty how can you lose the lights are much brighter there you can forget all your troubles forget all your caresso go downtown things will be great when youre downtown no finer place for sure downtown every things waiting for youdont hang around and let your problems surround you there are movie shows downtown maybe you know some little places to go to where they never close downtownjust listen to the rhythm of a gentle bossa nova youll be dancing with em too before the night is over happy again the lights are much brighter there you can forget all your troubles forget all your caresso go downtown where all the lights are bright downtown waiting for you tonight downtown youre gonna be alright nowdowntownand you may find somebody kind to help and understand you someone who is just like you and needs a gentle hand to guide them along so maybe ill see you there we can forget all our troubles forget all our caresso go downtown things will be great when youre downtown dont wait a minute more downtown everything is waiting for you downtown downtown downtown downtown ,alone life making lonely always downtown got worries noise hurry seems help know downtownjust listen music traffic city linger sidewalk neon signs pretty lose lights much brighter forget troubles forget caresso downtown things great downtown finer place sure downtown every things waiting youdont hang around let problems surround movie shows downtown maybe know little places never close downtownjust listen rhythm gentle bossa nova dancing night happy lights much brighter forget troubles forget caresso downtown lights bright downtown waiting tonight downtown alright nowdowntownand may find somebody kind help understand someone like needs gentle hand guide along maybe see forget troubles forget caresso downtown things great downtown wait minute downtown everything waiting downtown downtown downtown downtown
S00005,help,the beatles,1965,1960s,7,walkerkq,help i need somebody help not just anybody help you know i need someone help when i was younger so much younger than today i never needed anybodys help in any way but now these days are gone im not so selfassured now i find ive changed my mind and opened up the doors help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me and now my life has changed in oh so many ways my independence seems to vanish in the haze but every now and then i feel so insecure i know that i just need you like ive never done before help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me when i was younger so much younger than today i never needed anybodys help in any way but now these days are gone im not so selfassured now i find ive changed my mind ive opened up the doors help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me help me help me ooo,help need somebody help anybody help know need someone help younger much younger today never needed anybodys help way days gone selfassured find changed mind opened doors help feeling appreciate round help get feet back ground please please help life changed many ways independence seems vanish haze every feel insecure know need like never done help feeling appreciate round help get feet back ground please please help younger much younger today never needed anybodys help way days gone selfassured find changed mind opened doors help feeling appreciate round help get feet back ground please please help help help
S00006,cant you hear my heart beat,hermans hermits,1965,1960s,8,walkerkq,carterlewis every time i see you lookin my way baby baby cant you hear my heartbeat in the car or walking down the highway baby baby cant you hear my heartbeat when you move up closer to me i get a feelin thats ooowee cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love when i feel you put your arms around me baby baby cant you hear my heartbeat then im glad im mighty glad i found you baby baby cant you hear my heartbeat when you asked me to meet your ma i knew that baby wed be going far cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love  rhythm guitar  all my friends are cryin out to meet you baby baby cant you hear my heartbeat nows the time to go and see the preacher baby baby cant you hear my heartbeat wedding bells are gonna chime baby baby youre gonna be mine cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love baby baby cant you hear my heartbeat baby baby cant you hear my heartbeat baby baby cant you hear my heartbeat,carterlewis every time see looking way baby baby hear heartbeat car walking highway baby baby hear heartbeat move closer get feeling ooowee hear pounding heartbeat cause one love one love feel put arms around baby baby hear heartbeat glad mighty glad found baby baby hear heartbeat asked meet knew baby going far hear pounding heartbeat cause one love one love rhythm guitar friends crying meet baby baby hear heartbeat nows time see preacher baby baby hear heartbeat wedding bells chime baby baby mine hear pounding heartbeat cause one love one love baby baby hear heartbeat baby baby hear heartbeat baby baby hear heartbeat
S00007,crying in the chapel,elvis presley,1965,1960s,9,walkerkq, you saw me crying in the chapel the tears i shed were tears of joy i know the meaning of contentment i am happy with the lordjust a plain and simple chapel where all bumble people go to pray i prayed the lord that ill grow stronger as i live from day to dayi searched i searched and i searched i searched but i couldnt find no way on earth to gain peace of mindnow im happy in the chapel where people are of one accord one accord yes we gather in the chapel just to sing and praise the lordyoull search and youll search but youll never find no way on earth to find peace of mindtake your troubles to the chapel get down on your knees and pray then your burdens will be lighter and youll surely find the way and youll surely find the way ,saw crying chapel tears tears joy know meaning contentment happy lordjust plain simple chapel bumble people pray prayed lord grow stronger live day dayi searched searched searched searched find way earth gain peace mindnow happy chapel people one accord one accord yes gather chapel sing praise lordyoull search search never find way earth find peace mindtake troubles chapel get knees pray burdens lighter surely find way surely find way
S00008,my girl,the temptations,1965,1960s,10,walkerkq,ive got sunshine on a cloudy day when its cold outside ive got the moth of may well i guess you say what can make me feel this way my girl talkin bout my girl my girl ive got so much honey the bees envy me ive got a sweeter song than the birds in the trees well i guess you say what can make me feel this way my girl talkin bout my girl my girl i dont need no money fortune or fame i got all the riches baby one man can claim well i guess you say what can make me feel this way my girl talkin bout my girl my girl i got sunshine on a cloudy day with my girl ive even got the month of may with my girl talkin bout talkin bout my girl my girl all i can talk about is my girl my girl,got sunshine cloudy day cold outside got moth may well guess say make feel way girl talking girl girl got much honey bees envy got sweeter song birds trees well guess say make feel way girl talking girl girl need money fortune fame got riches baby one man claim well guess say make feel way girl talking girl girl got sunshine cloudy day girl even got month may girl talking talking girl girl talk girl girl
S00009,help me rhonda,the beach boys,1965,1960s,11,walkerkq,well since she put me down i ve been out doin in my head come in late at night and in the mornin i just lay in bed well rhonda you look so fine look so fine and i know it wouldnt take much time for you to help me rhonda help me get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart she was gonna be my wife and i was gonna be her man but she let another guy come between us and it ruined our plan well rhonda you caught my eye caught my eye and i can give you lotsa reasons why you gotta help me rhonda help me get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda,well since put head come late night morning lay bed well rhonda look fine look fine know take much time help rhonda help get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda get heart wife man let another guy come ruined plan well rhonda caught eye caught eye give lotsa reasons help rhonda help get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda
S00010,king of the road,roger miller,1965,1960s,12,walkerkq, trailer for sale or rent rooms to let fifty cents no phone no pool no pets i aint got no cigarettes ah but two hours of pushin broom buys an eight by twelve fourbit room im a man of means by no means king of the roadthird boxcar midnight train destination bangor maine old worn out clothes and shoes i dont pay no union dues i smoke old stogies i have found short but not too big around im a man of means by no means king of the roadi know every engineer on every train all of their children and all of their names and every handout in every town and every lock that aint locked when no ones aroundi sing trailers for sale or rent rooms to let fifty cents no phone no pool no pets i aint got no cigarettes ah but two hours of pushin broom buys an eight by twelve fourbit room im a man of means by no means king of the road ,trailer sale rent rooms let fifty cents phone pool pets got cigarettes two hours pushing broom buys eight twelve fourbit room man means means king roadthird boxcar midnight train destination bangor maine old worn clothes shoes pay union dues smoke old stogies found short big around man means means king roadi know every engineer every train children names every handout every town every lock locked ones aroundi sing trailers sale rent rooms let fifty cents phone pool pets got cigarettes two hours pushing broom buys eight twelve fourbit room man means means king road
S00011,the birds and the bees,jewel akens,1965,1960s,13,walkerkq,let me tell ya bout the birds and the bees and the flowers and the trees and the moon up above and a thing called love let me tell ya bout the stars in the sky and a girl and a guy and the way they could kiss on a night like this when i look into your big brown eyes its so very plain to see that its time you learned about the facts of life starting from a to z let me tell ya bout the birds and the bees and the flowers and the trees and the moon up above and a thing called love yeah when i look into your big brown eyes its so very plain to see that its time you learned about the facts of life starting from a to z let me tell ya bout the birds and the bees and the flowers and the trees and the moon up above and a thing called love let me tell ya bout the birds and the bees and the flowers and the trees and the birds and the bees and the flowers and the trees bout the birds and the bees and the bees and the bees ,let tell birds bees flowers trees moon thing called love let tell stars sky girl guy way could kiss night like look big brown eyes plain see time learned facts life starting let tell birds bees flowers trees moon thing called love look big brown eyes plain see time learned facts life starting let tell birds bees flowers trees moon thing called love let tell birds bees flowers trees birds bees flowers trees birds bees bees bees
S00012,hold me thrill me kiss me,mel carter,1965,1960s,14,walkerkq, hold me hold me never let me go until youve told me told me what i want to know and then just hold me hold me make me tell you im in love with you thrill me thrill me thrill me thrill me walk me down the lane where shadows will be will be will be will be hiding lovers just the same as well be well be when you make me tell you i love you they told me be sensible with your new love dont be fooled thinking this is the last youll find but they never stood in the dark with you love when you take me in your arms and drive me slowly out of my mind kiss me kiss me kiss me kiss me and when you do ill know that you will miss me miss me miss me miss me if we ever say adieu so kiss me kiss me make me tell you im in love with you kiss me kiss me kiss me kiss me when you do ill know that you will miss me miss me miss me miss me if we ever say adieu so kiss me kiss me make me tell you im in love with you hold me thrill me never never never let me go never never never let me go hold me thrill me never never never let me go never never never let me go fade ,hold hold never let told told want know hold hold make tell love thrill thrill thrill thrill walk lane shadows hiding lovers well well make tell love told sensible new love fooled thinking last find never stood dark love take arms drive slowly mind kiss kiss kiss kiss know miss miss miss miss ever say adieu kiss kiss make tell love kiss kiss kiss kiss know miss miss miss miss ever say adieu kiss kiss make tell love hold thrill never never never let never never never let hold thrill never never never let never never never let fade
S00013,shotgun,junior walker  the all stars,1965,1960s,15,walkerkq,i said Ì¢shotgun shoot em for he runs now do the jerk baby do the jerk now heyÌ¢ put on your red dress and then you go downtown now i said Ì¢buy yourself a shotgun now were gonna break it down baby now were gonna load it up baby now and then you shoot him for he runs nowÌ¢ shotgun shoot em for he runs now do the jerk baby do the jerk now hey put on your high heels shoes i said were goin down here listen to em play blues were gonna dig potatoes were gonna pick tomatoes i said Ì¢shotgun shoot em for he runs now do the jerk baby do the jerk now heyÌ¢ i said Ì¢its twine timeÌ¢ i said Ì¢its twine timeÌ¢ i said Ì¢its twine timeÌ¢ hey,said shotgun shoot runs jerk baby jerk put red dress downtown said buy shotgun break baby load baby shoot runs shotgun shoot runs jerk baby jerk put high heels shoes said going listen play blues dig potatoes pick tomatoes said shotgun shoot runs jerk baby jerk said twine time said twine time said twine time
S00014,i got you babe,sonny  cher,1965,1960s,16,walkerkq,they say were young and we dont know we wont find out until we grow well i dont know if all thats true cause you got me and baby i got you babe i got you babe i got you babe they say our love wont pay the rent before its earned our moneys all been spent i guess thats so we dont have a pot but at least im sure of all the things we got babe i got you babe i got you babe i got flowers in the spring i got you to wear my ring and when im sad youre a clown and if i get scared youre always around dont let them tell your hairs too long cause i dont care with you i cant go wrong then put your little hand in mine there aint no hill or mountain we cant climb babe i got you babe i got you babe i got you to hold my hand i got you to understand i got you to walk with me i got you to talk with me i got you to kiss goodnight i got you to hold me tight i got you i wont let go i got you to love me so i got you babe i got you babe i got you babe ,say young know find grow well know true cause got baby got babe got babe got babe say love pay rent earned moneys spent guess pot least sure things got babe got babe got babe got flowers spring got wear ring sad clown get scared always around let tell hairs long cause care wrong put little hand mine hill mountain climb babe got babe got babe got hold hand got understand got walk got talk got kiss goodnight got hold tight got let got love got babe got babe got babe
S00015,this diamond ring,gary lewis  the playboys,1965,1960s,17,walkerkq,who wants to buy this diamond ring she took it off her finger now it doesnt mean a thing this diamond ring doesnt shine for me anymore and this diamond ring doesnt mean what it did before so if youve got someone whose love is true let it shine for you this stone is genuine like love should be and if your babys truer than my baby was to me this diamond ring can mean something beautiful and this diamond ring can mean dreams that are coming true and then your heart wont have to break like mine did if theres love behind it this diamond ring can mean something beautiful and this diamond ring can be dreams that are coming true and then your heart wont have to break like mine did if theres love behind it this diamond ring doesnt shine for me anymore and this diamond ring doesnt mean what it did before so if youve got someone whose love is true let it shine for you,wants buy diamond ring took finger mean thing diamond ring shine anymore diamond ring mean got someone whose love true let shine stone genuine like love babys truer baby diamond ring mean something beautiful diamond ring mean dreams coming true heart break like mine love behind diamond ring mean something beautiful diamond ring dreams coming true heart break like mine love behind diamond ring shine anymore diamond ring mean got someone whose love true let shine
S00016,mrs brown youve got a lovely daughter,hermans hermits,1965,1960s,19,walkerkq, mrs brown youve got a lovely daughter girls as sharp as her are somethin rare but its sad she doesnt love me now shes made it clear enough it aint no good to pineshe wants to return those things i bought her tell her she can keep them just the same things have changed she doesnt love me now shes made it clear enough it aint no good to callwalkin about even in a crowd well youll pick her out makes a bloke feel so proudif she finds that ive been round to see you tell her that im well and feelin fine dont let on dont say she broke my heart id go down on my knees but its no good to pinewalkin about even in a crowd well youll pick her out makes a bloke feel so proudif she finds that ive been round to see you tell her that im well and feelin fine dont let on dont say she broke my heart id go down on my knees but its no good to pinemrs brown youve got a lovely daughter mrs brown youve got a lovely daughter mrs brown youve got a lovely daughter  ,mrs brown got lovely daughter girls sharp something rare sad love made clear enough good pineshe wants return things bought tell keep things changed love made clear enough good callwalkin even crowd well pick makes bloke feel proudif finds round see tell well feeling fine let say broke heart knees good pinewalkin even crowd well pick makes bloke feel proudif finds round see tell well feeling fine let say broke heart knees good pinemrs brown got lovely daughter mrs brown got lovely daughter mrs brown got lovely daughter
S00017,stop in the name of love,the supremes,1965,1960s,20,walkerkq, stop in the name of love before you break my heartbaby baby im aware of where you go each time you leave my door i watch you walk down the street knowing your other love youll meet but this time before you run to her leaving me alone and hurt think it over after ive been good to you think it over after ive been sweet to youstop in the name of love before you break my heart stop in the name of love before you break my heart think it over think it overive known of your your secluded nights ive even seen her maybe once or twice but is her sweet expression worth more than my love and affection but this time before you leave my arms and rush off to her charms think it over havent i been good to you think it over havent i been sweet to youstop in the name of love before you break my heart stop in the name of love before you break my heart think it over think it overive tried so hard hard to be patient hoping youd stop this infatuation but each time you are together im so afraid ill be losing you foreverstop in the name of love before you break my heart stop in the name of love before you break my heart stop in the name of love ,stop name love break heartbaby baby aware time leave door watch walk street knowing love meet time run leaving alone hurt think good think sweet youstop name love break heart stop name love break heart think think overive known secluded nights even seen maybe twice sweet expression worth love affection time leave arms rush charms think good think sweet youstop name love break heart stop name love break heart think think overive tried hard hard patient hoping stop infatuation time together afraid losing foreverstop name love break heart stop name love break heart stop name love
S00018,unchained melody,the righteous brothers,1965,1960s,21,walkerkq, oh my love my darling ive hungered for your touch a long lonely time time goes by so slowly and time can do so much are you still mine i need your love i need your love god speed your love to me    meaning  byamandah   editor    written in 1955 unchained melody has become one of the mostrecorded songs of the 20th centurythe righteous brothers version remaining probably the most    see all   lonely rivers flow to the sea to the sea to the open arms of the sea lonely rivers sigh wait for me wait for me ill be coming home wait for meoh my love my darling ive hungered for your touch a long lonely time time goes by so slowly and time can do so much are you still mine i need your love i need your love god speed your love to me lonely mountains gaze at the stars at the stars waiting for the dawn of the dayall alone i gaze at the stars at the stars dreaming of my love far away ,love darling hungered touch long lonely time time goes slowly time much still mine need love need love god speed love meaning byamandah editor written unchained melody become one mostrecorded songs centurythe righteous brothers version remaining probably see lonely rivers flow sea sea open arms sea lonely rivers sigh wait wait coming home wait meoh love darling hungered touch long lonely time time goes slowly time much still mine need love need love god speed love lonely mountains gaze stars stars waiting dawn dayall alone gaze stars stars dreaming love far away
S00019,silhouettes,hermans hermits,1965,1960s,22,walkerkq, slaycrewetook a walk and passed your house late last night all the shades were pulled and drawn way down tight from within the dim light cast two silhouettes on the shade oh what a lovely couple they madeput his arms around your waist held you tight kisses i could almost taste in the night wondered why im not the guy whos silhouettes on the shade i couldnt hide the tears in my eyesahahahahah ahahahahah lead guitar lost control and rang your bell i was sore let me in or else ill beat down your door when two strangers who have been two silhouettes on the shade said to my shock youre on the wrong blockrushed down to your house with wings on my feet loved you like id never loved you my sweet vowed that you and i would be two silhouettes on the shade all of our days two silhouettes on the shadeahahahahah ahahahahah ,slaycrewetook walk passed house late last night shades pulled drawn way tight within dim light cast two silhouettes shade lovely couple madeput arms around waist held tight kisses could almost taste night wondered guy silhouettes shade hide tears eyesahahahahah lead guitar lost control rang bell sore let else beat door two strangers two silhouettes shade said shock wrong blockrushed house wings feet loved like never loved sweet vowed would two silhouettes shade days two silhouettes shadeahahahahah
S00020,ill never find another you,the seekers,1965,1960s,23,walkerkq, theres a new world somewhere they call the promised land and ill be there someday if you will hold my handi still need you there beside me no matter what i do for i know ill never find another youthere is always someone for each of us they say and youll be my someone forever and a dayi could search the whole world over until my life is through but i know ill never find another youits a long long journey so stay by my side when ill walk through the storm youll be my guide be my guideif they gave me a fortune my pleasure would be small i could lose it all tomorrow and never mind at allbut if i should lose your love dear i dont know what id do for i know ill never find another youbut if i should lose your love dear i dont know what id do for i know ill never find another you another you another you ,new world somewhere call promised land someday hold handi still need beside matter know never find another youthere always someone say someone forever dayi could search whole world life know never find another youits long long journey stay side walk storm guide guideif gave fortune pleasure would small could lose tomorrow never mind allbut lose love dear know know never find another youbut lose love dear know know never find another another another
S00021,cara mia,jay and the americans,1965,1960s,24,walkerkq,mantovani cara mia why must we say goodbye each time we part my heart wants to die darling hear my prayer cara mia fair ill be your love till the end of time cara mia mine cara mia mine cara mia mine cara mia mine cara mia why must we say goodbye each time we part my heart wants to die darling hear my prayer cara mia fair ill be your love till the end of time cara mia mine cara mia mine cara mia mine cara mia mine oh oh oh oh oh oh oh oh oh oh each time we part my heart wants to die darling hear my prayer cara mia fair ill be your love till the end of time cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine,mantovani cara mia must say goodbye time part heart wants darling hear prayer cara mia fair love till end time cara mia mine cara mia mine cara mia mine cara mia mine cara mia must say goodbye time part heart wants darling hear prayer cara mia fair love till end time cara mia mine cara mia mine cara mia mine cara mia mine time part heart wants darling hear prayer cara mia fair love till end time cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine cara mia mine
S00022,mr tambourine man,the byrds,1965,1960s,25,walkerkq, hey mr tambourine man play a song for me im not sleepy and there aint no place im going to hey mr tambourine man play a song for me in the jingle jangle morning ill come followin youtake me for a trip upon your magic swirling ship all my senses have been stripped and my hands cant feel to grip and my toes too numb to step wait only for my boot heels to be wanderingim ready to go anywhere im ready for to fade into my own parade cast your dancing spell my way i promise to go under ithey mr tambourine man play a song for me im not sleepy and there aint no place im going to hey mr tambourine man play a song for me in the jingle jangle morning ill come followin you ,tambourine man play song sleepy place going tambourine man play song jingle jangle morning come following youtake trip upon magic swirling ship senses stripped hands feel grip toes numb step wait boot heels wanderingim ready anywhere ready fade parade cast dancing spell way promise ithey tambourine man play song sleepy place going tambourine man play song jingle jangle morning come following
S00023,cast your fate to the wind,sounds orchestral,1965,1960s,26,walkerkq,a month of nights a year of days octobers drifting into mays i set my sail when the tide comes in i just cast my fate to the wind i shift my course along the breeze wont sail upwind on memories the empty sky is my best friend i just cast my fate to the wind a month of nights a year of days octobers drifting into mays i set my sail when the tide comes in i just cast my fate to the wind,month nights year days octobers drifting mays set sail tide comes cast fate wind shift course along breeze sail upwind memories empty sky best friend cast fate wind month nights year days octobers drifting mays set sail tide comes cast fate wind
S00024,yes im ready,barbara mason,1965,1960s,27,walkerkq,are you ready yes im ready are you ready yes im ready i dont even know how to love you just the way you want me to but im ready ready to learn yes im ready ready to learn to fall in love to fall in love to fall in love with you i dont even know how to hold your hand just to make you understand but im ready ready to learn yes im ready ready to learn to hold your hand and make you understand to hold your hand right now i dont even know how to kiss your lips kiss your lips at a moment like this but im going to learn how to do all the things you want me to are you ready yes im ready are you ready yes im ready to fall in love to fall in love to fall in love right now are you ready yes im ready are you ready yes im ready to kiss me yes im ready to love me to kiss you to love you to hug you baby im ready,ready yes ready ready yes ready even know love way want ready ready learn yes ready ready learn fall love fall love fall love even know hold hand make understand ready ready learn yes ready ready learn hold hand make understand hold hand right even know kiss lips kiss lips moment like going learn things want ready yes ready ready yes ready fall love fall love fall love right ready yes ready ready yes ready kiss yes ready love kiss love hug baby ready
S00025,whats new pussycat,tom jones,1965,1960s,28,walkerkq, whats new pussycat woah woah whats new pussycat woah woahpussycat pussycat ive got flowers and lots of hours to spend with you so go and powder your cute little pussycat nosepussycat pussycat i love you yes i do you and your pussycat nosewhats new pussycat woah woah whats new pussycat woah woahpussycat pussycat youre so thrilling and im so willing to care for you so go and make up your big little pussycat eyespussycat pussycat i love you yes i do you and your pussycat eyeswhats new pussycat woah woah whats new pussycat woah woahpussycat pussycat youre delicious and if my wishes can all come true ill soon be kissing your sweet little pussycat lipspussycat pussycat i love you yes i do you and your pussycat lips you and your pussycat eyes you and your pussycat nose ,new pussycat woah woah new pussycat woah woahpussycat pussycat got flowers lots hours spend powder cute little pussycat nosepussycat pussycat love yes pussycat nosewhats new pussycat woah woah new pussycat woah woahpussycat pussycat thrilling willing care make big little pussycat eyespussycat pussycat love yes pussycat eyeswhats new pussycat woah woah new pussycat woah woahpussycat pussycat delicious wishes come true soon kissing sweet little pussycat lipspussycat pussycat love yes pussycat lips pussycat eyes pussycat nose
S00026,eve of destruction,barry mcguire,1965,1960s,29,walkerkq, the eastern world it is explodin violence flarin bullets loadin youre old enough to kill but not for votin you dont believe in war but whats that gun youre totin and even the jordan river has bodies floatinbut you tell me over and over and over again my friend ah you dont believe were on the eve of destructiondont you understand what im trying to say cant you feel the fears that im feeling today if the button is pushed theres no running away therell be none to save with the world in a grave take a look around you boy its bound to scare you boyand you tell me over and over and over again my friend ah you dont believe were on the eve of destructionyeah my bloods so mad feels like coagulatin im sittin here just contemplatin i cant twist the truth it knows no regulation handful of senators dont pass legislationand marches alone cant bring integration when human respect is disintegratin this whole crazy world is just too frustratinand you tell me over and over and over again my friend ah you dont believe were on the eve of destructionthink of all the hate there is in red china then take a look around to selma alabama ah you may leave here for four days in space but when you return its the same old placethe poundin of the drums the pride and disgrace you can bury your dead but dont leave a trace hate your next door neighbor but dont forget to say graceand tell me over and over and over and over again my friend you dont believe were on the eve of destruction no no you dont believe were on the eve of destruction ,eastern world exploding violence flaring bullets loading old enough kill voting believe war gun toting even jordan river bodies floatinbut tell friend believe eve destructiondont understand trying say feel fears feeling today button pushed running away therell none save world grave take look around boy bound scare boyand tell friend believe eve destructionyeah bloods mad feels like coagulating sitting contemplating twist truth knows regulation handful senators pass legislationand marches alone bring integration human respect disintegrating whole crazy world frustratinand tell friend believe eve destructionthink hate red china take look around selma alabama may leave four days space return old placethe pounding drums pride disgrace bury dead leave trace hate next door neighbor forget say graceand tell friend believe eve destruction believe eve destruction
